City,Latitude,Longitude,Country
Mission,26.2039,-98.3256,United States
Selma,29.5866,-98.3132,United States
Alton,26.2884,-98.3098,United States
Converse,29.5091,-98.3084,United States
Universal City,29.5521,-98.3074,United States
Cholula de Rivadabia,19.0633,-98.3064,Mexico
San Andres Cholula,19.05,-98.3,Mexico
San Miguel Xoxtla,19.1833,-98.3,Mexico
Portage La Prairie,49.9728,-98.2919,Canada
Xochiatipan de Castillo,20.8333,-98.285,Mexico
Huautla,21.0308,-98.285,Mexico
Reynosa,26.0922,-98.2778,Mexico
Coycoyan de las Flores,17.2667,-98.2667,Mexico
Canyon Lake,29.8761,-98.2611,United States
Schertz,29.565,-98.2535,United States
McAllen,26.2252,-98.2467,United States
Hidalgo,26.109,-98.2464,United States
Xochistlahuaca,16.7914,-98.2419,Mexico
Tlaxcala,19.3125,-98.24,Mexico
Zacatelco,19.2167,-98.2333,Mexico
Tantoyuca,21.35,-98.2333,Mexico
Ocatlan,19.3167,-98.2283,Mexico
Tenango de Doria,20.3356,-98.2267,Mexico
Stephenville,32.2147,-98.2205,United States
Cibolo,29.5634,-98.2115,United States
Huron,44.3623,-98.2094,United States
Tlacoachistlahuaca,16.7833,-98.2,Mexico
La Magdalena Tlaltelulco,19.2667,-98.2,Mexico
Acaxochitlan,20.1667,-98.2,Mexico
San Bartolo Tutotepec,20.4,-98.2,Mexico
Benito Juarez,20.8833,-98.2,Mexico
Tlachichilco,20.6217,-98.1994,Mexico
Pharr,26.1685,-98.1904,United States
Puebla,19.0333,-98.1833,Mexico
Santa Ana Chiautempan,19.3167,-98.1833,Mexico
Panuco,22.05,-98.1833,Mexico
Contla,19.3333,-98.1667,Mexico
San Fernando,24.8504,-98.16,Mexico
Edinburg,26.3196,-98.1597,United States
San Juan,26.1903,-98.152,United States
Chachahuantla,20.2756,-98.1503,Mexico
Pahuatlan de Valle,20.2756,-98.1503,Mexico
Apizaco,19.4167,-98.1333,Mexico
Murillo,26.2642,-98.1233,United States
Alamo,26.181,-98.1177,United States
New Braunfels,29.6994,-98.1148,United States
Morden,49.1919,-98.1006,Canada
Ciudad Rio Bravo,25.9861,-98.0889,Mexico
Mineral Wells,32.8169,-98.0776,United States
Aldama,22.9194,-98.0736,Mexico
Stanley,49.1331,-98.0656,Canada
Alice,27.7556,-98.0653,United States
Acatlan de Osorio,18.2086,-98.0575,Mexico
Donna,26.1468,-98.0559,United States
Pinotepa,16.3412,-98.0537,Mexico
Huauchinango,20.1767,-98.0528,Mexico
Mitchell,43.7294,-98.0337,United States
Santiago Juxtlahuaca,17.3333,-98.0167,Mexico
Ixhuatlan de Madero,20.6833,-98.0167,Mexico
Ixcatepec,21.2333,-98,Mexico
Lago Vista,30.4519,-97.9908,United States
Weslaco,26.1599,-97.9877,United States
Lakeway,30.3544,-97.9864,United States
San Pedro Jicayan,16.4167,-97.9833,Mexico
Seguin,29.5891,-97.9676,United States
Tecali,18.9,-97.9667,Mexico
Tepatlaxco,19.0667,-97.9667,Mexico
Xicotepec de Juarez,20.3,-97.9667,Mexico
El Reno,35.5429,-97.966,United States
Bee Cave,30.3084,-97.9629,United States
Zacatlan,19.9319,-97.96,Mexico
Chickasha,35.0409,-97.9474,United States
Winkler,49.1817,-97.9397,Canada
San Marcos,29.8734,-97.9356,United States
Tepexi de Rodriguez,18.5833,-97.9333,Mexico
Huamantla,19.3133,-97.9228,Mexico
Duncan,34.5408,-97.9215,United States
Putla Villa de Guerrero,17.0167,-97.9167,Mexico
Copperas Cove,31.1192,-97.914,United States
Mercedes,26.1533,-97.9128,United States
Hutchinson,38.0671,-97.9081,United States
Steiner Ranch,30.3654,-97.896,United States
Kyle,29.9932,-97.8852,United States
Citlaltepec,21.3366,-97.8784,Mexico
Enid,36.4063,-97.87,United States
Miramar,22.3375,-97.8694,Mexico
Altamira,22.3375,-97.8694,Mexico
Tampico,22.2553,-97.8686,Mexico
Leander,30.5728,-97.8618,United States
Kingsville,27.5094,-97.861,United States
Thompson,55.7433,-97.8553,Canada
Tepetzintla,21.1658,-97.8511,Mexico
Hueyotlipan,18.9,-97.85,Mexico
Ozuluama de Mascarenas,21.6667,-97.85,Mexico
Buda,30.0758,-97.8487,United States
Tepetzintla,19.9667,-97.8333,Mexico
Ciudad Madero,22.25,-97.8333,Mexico
Cedar Park,30.5105,-97.8197,United States
Jamiltepec,16.2833,-97.8167,Mexico
Tezoatlan de Segura y Luna,17.65,-97.8167,Mexico
San Juan Ixcaquixtla,18.45,-97.8167,Mexico
Cuapiaxtla de Madero,18.9167,-97.8167,Mexico
Valle Hermoso,25.6736,-97.8144,Mexico
Los Reyes de Juarez,18.9458,-97.8058,Mexico
Tetela de Ocampo,19.8167,-97.8,Mexico
Fort Hood,31.1357,-97.7834,United States
Grajales,19.25,-97.7833,Mexico
Acatzingo,18.9817,-97.7822,Mexico
Raymondville,26.4759,-97.7769,United States
Huixcolotla,18.9147,-97.7736,Mexico
Weatherford,32.7536,-97.7723,United States
Granbury,32.4475,-97.7702,United States
Ciudad de Huajuapam de Leon,17.8,-97.7667,Mexico
Yukon,35.5201,-97.7639,United States
Austin,30.3005,-97.7522,United States
Beeville,28.4053,-97.749,United States
Cerro Azul,21.192,-97.7409,Mexico
Brushy Creek,30.5128,-97.7386,United States
Chinampa de Gorostiza,21.3667,-97.7333,Mexico
Gatesville,31.4445,-97.7317,United States
Killeen,31.0753,-97.7297,United States
Mustang,35.3917,-97.7246,United States
Tecamachalco,18.8667,-97.7167,Mexico
Coahuitlan,20.2667,-97.7167,Mexico
Filomeno Mata,20.2,-97.7,Mexico
Harlingen,26.1916,-97.6977,United States
Georgetown,30.666,-97.6966,United States
Naranjos,21.3509,-97.6866,Mexico
Huitzilan,19.9667,-97.6833,Mexico
Olintla,20.1,-97.6833,Mexico
Lockhart,29.8785,-97.6831,United States
Heroica Ciudad de Tlaxiaco,17.2077,-97.6798,Mexico
Wells Branch,30.4433,-97.679,United States
Alamo,20.9167,-97.675,Mexico
Robstown,27.794,-97.6692,United States
Round Rock,30.527,-97.6642,United States
McPherson,38.3714,-97.6605,United States
Blanchard,35.1524,-97.6602,United States
Mecatlan,20.2135,-97.6574,Mexico
Santa Cruz Itundujia,16.8667,-97.65,Mexico
San Salvador El Seco,19.1333,-97.65,Mexico
Tlacotepec,18.6882,-97.6489,Mexico
Harker Heights,31.0572,-97.6446,United States
San Benito,26.1298,-97.644,United States
Bethany,35.5071,-97.6418,United States
Castillo de Teayo,20.75,-97.6333,Mexico
Huehuetla,20.1075,-97.6233,Mexico
Warr Acres,35.5285,-97.6182,United States
Salina,38.8136,-97.6143,United States
Pflugerville,30.4515,-97.6018,United States
Newcastle,35.2401,-97.5995,United States
Hornsby Bend,30.2388,-97.5899,United States
Zozocolco de Hidalgo,20.1333,-97.5833,Mexico
The Village,35.5706,-97.5567,United States
San Nicolas Buenos Aires,19.1667,-97.55,Mexico
Tataltepec de Valdes,16.3064,-97.5461,Mexico
Hutto,30.5396,-97.544,United States
Azle,32.8955,-97.5379,United States
Manor,30.3562,-97.5227,United States
Cuetzalan,20.0333,-97.5167,Mexico
Oklahoma City,35.4676,-97.5136,United States
Heroica Matamoros,25.8797,-97.5042,Mexico
Santa Cruz Zenzontepec,16.5333,-97.5,Mexico
Santiago Amoltepec,16.6167,-97.5,Mexico
Belton,31.0525,-97.479,United States
Moore,35.3293,-97.4757,United States
Benbrook,32.6788,-97.4637,United States
White Settlement,32.7554,-97.4605,United States
Brownsville,25.9975,-97.458,United States
San Miguel Ocotenco,19.0666,-97.4525,Mexico
Ciudad Serdan,18.9833,-97.45,Mexico
Poza Rica de Hidalgo,20.5333,-97.45,Mexico
Tamiahua,21.2788,-97.4462,Mexico
Del City,35.4483,-97.4408,United States
Guthrie,35.8424,-97.4366,United States
Miahuatlan,18.5667,-97.4333,Mexico
Taylor,30.5729,-97.4268,United States
Norfolk,42.0324,-97.4217,United States
Edmond,35.6689,-97.416,United States
Cleburne,32.3568,-97.4151,United States
Ayotoxco de Guerrero,20.1,-97.4,Mexico
Tuxpam de Rodriguez Cano,20.95,-97.4,Mexico
Tehuacan,18.4617,-97.3928,Mexico
Yankton,42.8901,-97.3927,United States
Temple,31.1068,-97.3891,United States
Elgin,30.3526,-97.3883,United States
Corpus Christi,27.7254,-97.3767,United States
Midwest City,35.463,-97.371,United States
Teziutlan,19.8178,-97.3667,Mexico
Saginaw,32.8657,-97.3654,United States
Crowley,32.5781,-97.3585,United States
Columbus,41.4366,-97.3565,United States
Haysville,37.5648,-97.3527,United States
Fort Worth,32.7817,-97.3474,United States
Norman,35.2335,-97.3471,United States
Newton,38.0368,-97.3449,United States
Wichita,37.6895,-97.3443,United States
Burleson,32.517,-97.3344,United States
Guadalupe Victoria,19.2833,-97.3333,Mexico
Portland,27.8942,-97.3278,United States
Papantla de Olarte,20.4478,-97.32,Mexico
Bastrop,30.1113,-97.3176,United States
Altepexi,18.35,-97.3167,Mexico
Cazones de Herrera,20.7044,-97.3106,Mexico
Jalacingo,19.8,-97.3,Mexico
Santa Catarina Juquila,16.2379,-97.2914,Mexico
Miahuatlan,18.2833,-97.2833,Mexico
Haltom City,32.8176,-97.2707,United States
Choctaw,35.4802,-97.2666,United States
Forest Hill,32.6619,-97.2662,United States
Derby,37.5571,-97.2551,United States
Watauga,32.8719,-97.2515,United States
Santa Catarina Otzolotepec,18.5667,-97.25,Mexico
Perote,19.5619,-97.2419,Mexico
Rendon,32.5789,-97.2349,United States
Villa Aldama,19.65,-97.2333,Mexico
Woodway,31.4988,-97.2314,United States
Roanoke,33.0144,-97.2276,United States
Richland Hills,32.8095,-97.2273,United States
Keller,32.9335,-97.2256,United States
North Richland Hills,32.8604,-97.218,United States
Kennedale,32.6434,-97.2172,United States
Asuncion Nochixtlan,17.45,-97.2167,Mexico
Tlapacoyan,19.9617,-97.2108,Mexico
Ingleside,27.8703,-97.2075,United States
Hewitt,31.452,-97.196,United States
Trophy Club,33.004,-97.1899,United States
Waco,31.5599,-97.1882,United States
Hurst,32.8353,-97.1809,United States
Sanger,33.3715,-97.1678,United States
Nogales,18.8167,-97.1667,Mexico
Watertown,44.9094,-97.1532,United States
Southlake,32.9545,-97.1503,United States
Santos Reyes Nopala,16.1,-97.15,Mexico
Soledad Atzompa,18.75,-97.15,Mexico
Ixhuatlancillo,18.9,-97.15,Mexico
Gainesville,33.639,-97.1487,United States
Colleyville,32.8913,-97.1486,United States
Winnipeg,49.8844,-97.1464,Canada
Denton,33.2175,-97.1418,United States
Andover,37.6873,-97.1352,United States
Bedford,32.8464,-97.135,United States
Mariano Escobedo,18.9167,-97.1333,Mexico
Ardmore,34.1949,-97.1256,United States
Arlington,32.6998,-97.125,United States
Lantana,33.0926,-97.1214,United States
Mansfield,32.569,-97.1213,United States
Robinson,31.4501,-97.1201,United States
San Pedro Mixtepec,16,-97.1169,Mexico
Flower Mound,33.0343,-97.1146,United States
Aransas Pass,27.8876,-97.1136,United States
Orizaba,18.85,-97.1,Mexico
Las Vigas de Ramirez,19.6369,-97.1,Mexico
Bellmead,31.6026,-97.0897,United States
Grand Forks,47.9214,-97.0884,United States
Teotitlan,18.1333,-97.0833,Mexico
Euless,32.8508,-97.08,United States
Grapevine,32.9343,-97.0742,United States
Stillwater,36.1317,-97.0742,United States
Rockport,28.029,-97.0722,United States
Corinth,33.1434,-97.0682,United States
Ponca City,36.7235,-97.0677,United States
Puerto Escondido,15.8619,-97.0672,Mexico
Rafael Delgado,18.8167,-97.0667,Mexico
Ixtaczoquitlan,18.85,-97.0667,Mexico
Highland Village,33.0897,-97.0615,United States
Tehuipango,18.5167,-97.05,Mexico
Martinez de la Torre,20.0667,-97.05,Mexico
Arkansas City,37.0726,-97.0385,United States
Chocaman,19.0167,-97.0333,Mexico
Grand Prairie,32.6871,-97.0208,United States
East Grand Forks,47.9286,-97.0138,United States
East St. Paul,49.9772,-97.0103,Canada
Tecolutla,20.4797,-97.01,Mexico
Mixtla de Altamirano,18.6,-97,Mexico
Zongolica,18.6667,-97,Mexico
Fortin de las Flores,18.9,-97,Mexico
Xico,19.417,-97,Mexico
Tlacolulan,19.6667,-97,Mexico
Augusta,37.6955,-96.9919,United States
Coppell,32.9639,-96.9903,United States
Midlothian,32.4669,-96.989,United States
Victoria,28.8287,-96.9849,United States
Cosautlan,19.3333,-96.9833,Mexico
Lewisville,33.0454,-96.9815,United States
Villa Sola de Vega,16.5125,-96.9806,Mexico
St. Andrews,50.27,-96.9747,Canada
Irving,32.8583,-96.9702,United States
Totutla,19.2167,-96.9667,Mexico
Tlalnelhuayocan,19.5667,-96.9667,Mexico
Huatusco,19.1489,-96.9661,Mexico
Shawnee,35.3531,-96.9647,United States
Coatepec,19.4522,-96.9614,Mexico
Cedar Hill,32.581,-96.9591,United States
Jilotepec,19.6097,-96.9511,Mexico
Cuicatlan,17.8,-96.95,Mexico
Winfield,37.274,-96.95,United States
Cordoba,18.8942,-96.9347,Mexico
Coacoatzintla,19.65,-96.9333,Mexico
Paloma Creek South,33.21,-96.9325,United States
Little Elm,33.1858,-96.9295,United States
Xalapa,19.54,-96.9275,Mexico
Vermillion,42.7811,-96.9256,United States
Eloxochitlan,18.5088,-96.9227,Mexico
Santa Maria Colotepec,15.8833,-96.9167,Mexico
Mazatlan Villa de Flores,18.0167,-96.9167,Mexico
Amatlan de los Reyes,18.8457,-96.9149,Mexico
Duncanville,32.646,-96.9127,United States
West Fargo,46.8573,-96.9057,United States
Tlaltetela,19.3167,-96.9,Mexico
Carrollton,32.989,-96.8999,United States
The Colony,33.0925,-96.8976,United States
Comapa,19.165,-96.8856,Mexico
Selkirk,50.1436,-96.8839,Canada
Santiago Suchilquitongo,17.25,-96.8833,Mexico
Farmers Branch,32.9272,-96.8804,United States
Cuichapa,18.7667,-96.8667,Mexico
San Rafael,20.1889,-96.8658,Mexico
DeSoto,32.5992,-96.8633,United States
El Dorado,37.821,-96.8613,United States
Glenn Heights,32.5506,-96.8548,United States
Naolinco de Victoria,19.6367,-96.8525,Mexico
Junction City,39.0277,-96.8508,United States
Misantla,19.9333,-96.85,Mexico
Hanover,49.4433,-96.8492,Canada
Waxahachie,32.4035,-96.8446,United States
Addison,32.959,-96.8355,United States
Fargo,46.8651,-96.8292,United States
Frisco,33.156,-96.8216,United States
San Pedro Ixtlahuaca,17.05,-96.8167,Mexico
Santa Maria Chilchotla,18.2333,-96.8167,Mexico
Chiconquiaco,19.75,-96.8167,Mexico
Fort Riley,39.1064,-96.8117,United States
Prosper,33.2394,-96.8087,United States
Highland Park,32.8311,-96.8012,United States
Tepetlan,19.6667,-96.8,Mexico
Celina,33.3154,-96.7941,United States
University Park,32.8506,-96.7937,United States
Red Oak,32.5212,-96.7866,United States
Brookings,44.3022,-96.7859,United States
San Pablo Huixtepec,16.8167,-96.7833,Mexico
Zimatlan de Alvarez,16.8667,-96.7833,Mexico
Yecuatla,19.8667,-96.7833,Mexico
Nautla,20.2167,-96.7833,Mexico
Cuilapan de Guerrero,16.9972,-96.7817,Mexico
Santa Maria Atzompa,17.1014,-96.7778,Mexico
Lancaster,32.5922,-96.7739,United States
San Jacinto Amilpas,17.1,-96.7667,Mexico
Dallas,32.7935,-96.7667,United States
Villa de Zaachila,16.9508,-96.7492,Mexico
Plano,33.0502,-96.7486,United States
Moorhead,46.8673,-96.7461,United States
Beatrice,40.2736,-96.7455,United States
Santa Cruz Xoxocotlan,17.0264,-96.7333,Mexico
San Jose Tenango,18.15,-96.7333,Mexico
Sioux Falls,43.5396,-96.7311,United States
Ejutla de Crespo,16.5672,-96.7308,Mexico
Oaxaca,17.0606,-96.7253,Mexico
San Agustin de las Juntas,17,-96.7167,Mexico
Paso del Macho,18.9667,-96.7167,Mexico
Richardson,32.9716,-96.7093,United States
Santa Lucia del Camino,17.0667,-96.7,Mexico
Juchique de Ferrer,19.8333,-96.7,Mexico
Springfield,49.9292,-96.6939,Canada
Steinbach,49.5258,-96.6839,Canada
Santa Cruz Amilpas,17.0667,-96.6833,Mexico
Tezonapa,18.6,-96.6833,Mexico
Lincoln,40.8099,-96.6784,United States
Ocotlan de Morelos,16.7914,-96.675,Mexico
St. Clements,50.2689,-96.6742,Canada
Tache,49.7081,-96.6736,Canada
Allen,33.1088,-96.6735,United States
Ada,34.7662,-96.6681,United States
McKinney,33.2016,-96.667,United States
San Sebastian Tutla,17.0667,-96.6667,Mexico
Tlalixtac de Cabrera,17.0667,-96.65,Mexico
Santa Maria del Tule,17.0465,-96.6363,Mexico
Ennis,32.3254,-96.6347,United States
Garland,32.91,-96.6304,United States
Port Lavaca,28.6181,-96.6278,United States
Sherman,33.6273,-96.6221,United States
Actopan,19.5036,-96.6192,Mexico
San Agustin Loxicha,16.0167,-96.6167,Mexico
Balch Springs,32.7194,-96.6151,United States
Fairview,33.1399,-96.6117,United States
Murphy,33.0186,-96.6105,United States
Manhattan,39.1886,-96.6048,United States
Acatlan de Perez Figueroa,18.5333,-96.6,Mexico
Mesquite,32.7602,-96.5865,United States
Miahuatlan de Porfirio Diaz,16.3167,-96.5833,Mexico
Denison,33.7672,-96.5808,United States
Brandon,43.5928,-96.5799,United States
Sachse,32.9726,-96.5793,United States
Melissa,33.2891,-96.5573,United States
Anna,33.3472,-96.5508,United States
Rowlett,32.9155,-96.5489,United States
Santa Maria Tonameca,15.7458,-96.5472,Mexico
Seagoville,32.653,-96.5456,United States
San Felipe Jalapa de Diaz,18.0667,-96.5333,Mexico
Wylie,33.0362,-96.5161,United States
Princeton,33.1778,-96.5044,United States
San Pedro Ixcatlan,18.15,-96.5,Mexico
Fremont,41.4395,-96.4873,United States
Candelaria Loxicha,15.9167,-96.4833,Mexico
Puente Nacional,19.3333,-96.4833,Mexico
Tlacolula de Matamoros,16.9542,-96.4792,Mexico
Travis Ranch,32.8015,-96.4775,United States
Heath,32.8439,-96.4674,United States
San Pedro Pochutla,15.7476,-96.4666,Mexico
Corsicana,32.0824,-96.4665,United States
Forney,32.744,-96.4529,United States
Heartland,32.6748,-96.4515,United States
Paso de Ovejas,19.285,-96.44,Mexico
Rockwall,32.9169,-96.4374,United States
Soledad de Doblado,19.05,-96.4167,Mexico
South Sioux City,42.4627,-96.4125,United States
Temascal,18.2394,-96.4031,Mexico
San Pablo Villa de Mitla,16.917,-96.4,Mexico
Brenham,30.1584,-96.3966,United States
Durant,33.9949,-96.3923,United States
Sioux City,42.4959,-96.3901,United States
Fate,32.943,-96.3858,United States
Bryan,30.665,-96.3807,United States
Jose Cardel,19.3667,-96.3667,Mexico
Manlio Fabio Altamirano,19.1003,-96.3411,Mexico
Santa Maria Huatulco,15.85,-96.3333,Mexico
Royse City,32.9762,-96.3175,United States
Valle Nacional,17.7667,-96.3,Mexico
Ursulo Galvan,19.4,-96.3,Mexico
College Station,30.5852,-96.2959,United States
Terrell,32.734,-96.2931,United States
El Campo,29.2,-96.2723,United States
Gretna,41.1314,-96.245,United States
Jamapa,19.0411,-96.2411,Mexico
Santa Maria Jacatepec,17.85,-96.2,Mexico
Emporia,38.4028,-96.1932,United States
Bonham,33.588,-96.1901,United States
Thief River Falls,48.1108,-96.1778,United States
Le Mars,42.781,-96.1733,United States
Veracruz,19.1903,-96.1533,Mexico
La Crucecita,15.7753,-96.1425,Mexico
Chalco,41.1817,-96.1353,United States
Sand Springs,36.1353,-96.1283,United States
Tuxtepec,18.1,-96.1167,Mexico
Greenville,33.1116,-96.1099,United States
Boca del Rio,19.1056,-96.1078,Mexico
Wharton,29.3177,-96.1022,United States
Sapulpa,36.0091,-96.1003,United States
San Carlos Yautepec,16.5,-96.1,Mexico
Fergus Falls,46.2854,-96.0758,United States
Papillion,41.1511,-96.0665,United States
La Vista,41.1816,-96.0664,United States
Tlalixcoyan,18.8031,-96.0611,Mexico
Omaha,41.2627,-96.0529,United States
Tres Valles,18.1667,-96.0167,Mexico
Okmulgee,35.6134,-96.0068,United States
Glenpool,35.9488,-96.0052,United States
Jenks,35.9981,-95.9736,United States
Ignacio de la Llave,18.6618,-95.9721,Mexico
Bay City,28.9838,-95.9601,United States
Bartlesville,36.7365,-95.9456,United States
Bellevue,41.1485,-95.939,United States
Tulsa,36.1283,-95.9042,United States
Commerce,33.2421,-95.8992,United States
San Juan Lalana,17.4667,-95.8833,Mexico
Santiago Jocotepec,17.5833,-95.8833,Mexico
Fulshear,29.693,-95.8804,United States
Bixby,35.9454,-95.8776,United States
Council Bluffs,41.2369,-95.8516,United States
Detroit Lakes,46.806,-95.8449,United States
Katy,29.7905,-95.8353,United States
Athens,32.2041,-95.8321,United States
Owasso,36.2878,-95.8311,United States
Rosenberg,29.5456,-95.8223,United States
Playa Vicente,17.8333,-95.8167,Mexico
Cosamaloapan,18.3667,-95.8,Mexico
Marshall,44.4488,-95.7897,United States
San Juan Cotzocon,17.1667,-95.7833,Mexico
Broken Arrow,36.038,-95.7806,United States
McAlester,34.9257,-95.7734,United States
Cinco Ranch,29.7395,-95.7607,United States
Alvarado,18.7811,-95.7572,Mexico
Richmond,29.5824,-95.7563,United States
Carlos A. Carrillo,18.3667,-95.75,Mexico
Pecan Grove,29.6235,-95.733,United States
Independence,37.2119,-95.7327,United States
Topeka,39.0346,-95.6955,United States
San Pedro Huamelula,16.0167,-95.6667,Mexico
Mission Bend,29.6948,-95.6658,United States
Four Corners,29.6705,-95.6596,United States
Coweta,35.9683,-95.6545,United States
Palestine,31.7544,-95.6471,United States
Sugar Land,29.5935,-95.6358,United States
Tomball,30.0951,-95.6194,United States
Coffeyville,37.0519,-95.618,United States
Sulphur Springs,33.1421,-95.6122,United States
Claremore,36.3146,-95.6095,United States
Worthington,43.6281,-95.599,United States
Stafford,29.6271,-95.5654,United States
Huntsville,30.7009,-95.5567,United States
Paris,33.6688,-95.546,United States
Missouri City,29.563,-95.5365,United States
Isla,18.0333,-95.5333,Mexico
The Woodlands,30.1738,-95.5134,United States
Lerdo de Tejada,18.638,-95.5085,Mexico
Conroe,30.3238,-95.4824,United States
Fresno,29.5357,-95.4696,United States
Bellaire,29.704,-95.4621,United States
Chanute,37.6695,-95.4621,United States
Lake Jackson,29.0516,-95.4521,United States
Angel R. Cabada,18.5969,-95.4453,Mexico
Santa Maria Jalapa del Marques,16.4401,-95.4434,Mexico
West University Place,29.7157,-95.4321,United States
Angleton,29.1721,-95.4293,United States
Iowa Colony,29.4407,-95.4206,United States
Juan Rodriguez Clara,18,-95.4,Mexico
Clute,29.0256,-95.3975,United States
Houston,29.786,-95.3885,United States
Spring,30.0613,-95.383,United States
Aldine,29.9123,-95.3784,United States
Alexandria,45.8776,-95.3767,United States
Manvel,29.4798,-95.3635,United States
Freeport,28.9453,-95.3601,United States
Muskogee,35.7432,-95.3567,United States
Pearland,29.5581,-95.3218,United States
Pryor Creek,36.2996,-95.3107,United States
Tyler,32.3184,-95.3062,United States
Santiago Tuxtla,18.4653,-95.3025,Mexico
Parsons,37.3405,-95.2958,United States
Alvin,29.3872,-95.2938,United States
Humble,29.9921,-95.2655,United States
Lawrence,38.9597,-95.2642,United States
Ottawa,38.5996,-95.2636,United States
Jacksonville,31.9642,-95.2617,United States
Jacinto City,29.7663,-95.241,United States
Santo Domingo Tehuantepec,16.3244,-95.2389,Mexico
Galena Park,29.7452,-95.2333,United States
South Houston,29.6611,-95.2285,United States
Whitehouse,32.2222,-95.221,United States
San Blas Atempa,16.3167,-95.2167,Mexico
San Andres Tuxtla,18.4483,-95.2122,Mexico
Salina Cruz,16.1833,-95.2,Mexico
